,usdrub,gold,cb_key_rate,fed_rate,imoex_open,imoex_close,ru_cpi,us_cpi,workday,first_workday,second_workday,imoex_vol,ru_monetary,us_monetary
02.06.2011,27.9682,1377.8,8.25,0.25,1650.59,1658.39,100.23,100.0,workday,0,0,7.800000000000182,5.489999999999952,0.25
03.06.2011,28.0419,1389.09,8.25,0.25,1658.36,1633.02,100.23,100.0,workday,0,0,-25.339999999999918,5.489999999999952,0.25
06.06.2011,28.0419,1389.09,8.25,0.25,1633.02,1633.49,100.23,100.0,workday,1,0,0.4700000000000273,5.489999999999952,0.25
07.06.2011,27.7752,1377.66,8.25,0.25,1633.49,1662.71,100.23,100.0,workday,0,1,29.220000000000027,5.489999999999952,0.25
08.06.2011,27.7814,1383.02,8.25,0.25,1662.62,1664.83,100.23,100.0,workday,0,0,2.2100000000000364,5.489999999999952,0.25
09.06.2011,27.6847,1366.72,8.25,0.25,1664.82,1692.34,100.23,100.0,workday,0,0,27.519999999999982,5.489999999999952,0.25
10.06.2011,27.7033,1366.3,8.25,0.25,1692.28,1683.96,100.23,100.0,workday,0,0,-8.319999999999936,5.489999999999952,0.25
14.06.2011,27.7033,1366.3,8.25,0.25,1683.96,1681.66,100.23,100.0,workday,1,0,-2.2999999999999545,5.489999999999952,0.25
15.06.2011,27.8984,1362.47,8.25,0.25,1681.66,1678.82,100.23,100.0,workday,0,1,-2.8400000000001455,5.489999999999952,0.25
16.06.2011,27.8957,1361.22,8.25,0.25,1678.82,1671.1,100.23,100.0,workday,0,0,-7.720000000000027,5.489999999999952,0.25
17.06.2011,28.19,1382.15,8.25,0.25,1671.1,1645.82,100.23,100.0,workday,0,0,-25.279999999999973,5.489999999999952,0.25
20.06.2011,28.19,1382.15,8.25,0.25,1645.82,1626.14,100.23,100.0,workday,1,0,-19.679999999999836,5.489999999999952,0.25
21.06.2011,28.1783,1392.45,8.25,0.25,1626.18,1635.38,100.23,100.0,workday,0,1,9.200000000000045,5.489999999999952,0.25
22.06.2011,28.0118,1389.63,8.25,0.25,1635.4,1640.13,100.23,100.0,workday,0,0,4.730000000000018,5.489999999999952,0.25
23.06.2011,27.896,1386.57,8.25,0.25,1639.94,1607.91,100.23,100.0,workday,0,0,-32.02999999999997,5.489999999999952,0.25
24.06.2011,28.0568,1390.5,8.25,0.25,1607.97,1633.99,100.23,100.0,workday,0,0,26.019999999999982,5.489999999999952,0.25
27.06.2011,28.0568,1390.5,8.25,0.25,1633.97,1626.95,100.23,100.0,workday,1,0,-7.019999999999982,5.489999999999952,0.25
28.06.2011,28.3478,1368.01,8.25,0.25,1626.95,1651.5,100.23,100.0,workday,0,1,24.549999999999955,5.489999999999952,0.25
29.06.2011,28.2352,1363.94,8.25,0.25,1651.51,1660.0,100.23,100.0,workday,0,0,8.490000000000009,5.489999999999952,0.25
30.06.2011,28.0758,1359.4,8.25,0.25,1659.98,1666.59,100.23,100.0,workday,0,0,6.6099999999999,5.489999999999952,0.25
01.07.2011,27.8726,1351.36,8.25,0.25,1666.53,1698.1,99.99,99.73868098227555,workday,0,0,31.569999999999936,8.370000000000061,3.3858282126933545
04.07.2011,27.8726,1351.36,8.25,0.25,1698.1,1706.12,99.99,99.73868098227555,workday,1,0,8.019999999999982,8.370000000000061,3.3858282126933545
05.07.2011,27.8037,1336.62,8.25,0.25,1706.14,1709.99,99.99,99.73868098227555,workday,0,1,3.849999999999909,8.370000000000061,3.3858282126933545
06.07.2011,27.8622,1342.57,8.25,0.25,1710.01,1705.41,99.99,99.73868098227555,workday,0,0,-4.599999999999909,8.370000000000061,3.3858282126933545
07.07.2011,27.8907,1359.23,8.25,0.25,1705.43,1740.53,99.99,99.73868098227555,workday,0,0,35.09999999999991,8.370000000000061,3.3858282126933545
08.07.2011,27.9853,1373.24,8.25,0.25,1740.47,1724.57,99.99,99.73868098227555,workday,0,0,-15.900000000000091,8.370000000000061,3.3858282126933545
11.07.2011,27.9853,1373.24,8.25,0.25,1724.57,1701.48,99.99,99.73868098227555,workday,1,0,-23.089999999999918,8.370000000000061,3.3858282126933545
12.07.2011,28.0839,1393.65,8.25,0.25,1701.44,1705.92,99.99,99.73868098227555,workday,0,1,4.480000000000018,8.370000000000061,3.3858282126933545
13.07.2011,28.3842,1409.47,8.25,0.25,1705.92,1714.19,99.99,99.73868098227555,workday,0,0,8.269999999999982,8.370000000000061,3.3858282126933545
14.07.2011,28.2557,1427.62,8.25,0.25,1714.19,1715.49,99.99,99.73868098227555,workday,0,0,1.2999999999999545,8.370000000000061,3.3858282126933545
15.07.2011,28.061,1436.72,8.25,0.25,1715.49,1714.6,99.99,99.73868098227555,workday,0,0,-0.8900000000001,8.370000000000061,3.3858282126933545
18.07.2011,28.061,1436.72,8.25,0.25,1714.6,1687.63,99.99,99.73868098227555,workday,1,0,-26.9699999999998,8.370000000000061,3.3858282126933545
19.07.2011,28.1775,1447.9,8.25,0.25,1687.71,1700.13,99.99,99.73868098227555,workday,0,1,12.420000000000073,8.370000000000061,3.3858282126933545
20.07.2011,28.1505,1449.9,8.25,0.25,1700.19,1701.37,99.99,99.73868098227555,workday,0,0,1.1799999999998363,8.370000000000061,3.3858282126933545
21.07.2011,28.0466,1428.55,8.25,0.25,1701.48,1729.0,99.99,99.73868098227555,workday,0,0,27.519999999999982,8.370000000000061,3.3858282126933545
22.07.2011,27.908,1436.07,8.25,0.25,1729.01,1728.84,99.99,99.73868098227555,workday,0,0,-0.17000000000007276,8.370000000000061,3.3858282126933545
25.07.2011,27.908,1436.07,8.25,0.25,1728.82,1726.93,99.99,99.73868098227555,workday,1,0,-1.8899999999998727,8.370000000000061,3.3858282126933545
26.07.2011,27.7413,1443.54,8.25,0.25,1726.93,1722.11,99.99,99.73868098227555,workday,0,1,-4.820000000000164,8.370000000000061,3.3858282126933545
27.07.2011,27.546,1425.85,8.25,0.25,1722.12,1706.28,99.99,99.73868098227555,workday,0,0,-15.839999999999918,8.370000000000061,3.3858282126933545
28.07.2011,27.4439,1430.28,8.25,0.25,1706.27,1720.38,99.99,99.73868098227555,workday,0,0,14.110000000000127,8.370000000000061,3.3858282126933545
29.07.2011,27.5907,1434.82,8.25,0.25,1720.37,1705.18,99.99,99.73868098227555,workday,0,0,-15.189999999999827,8.370000000000061,3.3858282126933545
01.08.2011,27.5907,1434.82,8.25,0.25,1705.22,1725.1,99.76,99.68554571749534,workday,1,0,19.87999999999988,11.129999999999939,4.023451390055868
02.08.2011,27.5204,1427.63,8.25,0.25,1725.11,1713.25,99.76,99.68554571749534,workday,0,1,-11.8599999999999,11.129999999999939,4.023451390055868
03.08.2011,27.8154,1452.32,8.25,0.25,1712.91,1655.36,99.76,99.68554571749534,workday,0,0,-57.55000000000018,11.129999999999939,4.023451390055868
04.08.2011,27.8996,1495.73,8.25,0.25,1655.36,1620.68,99.76,99.68554571749534,workday,0,0,-34.679999999999836,11.129999999999939,4.023451390055868
05.08.2011,27.8432,1489.8,8.25,0.25,1620.51,1587.0,99.76,99.68554571749534,workday,0,0,-33.50999999999999,11.129999999999939,4.023451390055868
08.08.2011,27.8432,1489.8,8.25,0.25,1586.95,1499.79,99.76,99.68554571749534,workday,1,0,-87.16000000000008,11.129999999999939,4.023451390055868
09.08.2011,28.521,1567.79,8.25,0.25,1499.14,1497.81,99.76,99.68554571749534,workday,0,1,-1.3300000000001546,11.129999999999939,4.023451390055868
10.08.2011,29.4166,1674.0,8.25,0.25,1497.86,1431.41,99.76,99.68554571749534,workday,0,0,-66.44999999999982,11.129999999999939,4.023451390055868
11.08.2011,29.3065,1652.43,8.25,0.25,1431.43,1438.91,99.76,99.68554571749534,workday,0,0,7.480000000000018,11.129999999999939,4.023451390055868
12.08.2011,29.417,1689.16,8.25,0.25,1438.93,1470.56,99.76,99.68554571749534,workday,0,0,31.62999999999988,11.129999999999939,4.023451390055868
15.08.2011,29.417,1689.16,8.25,0.25,1470.67,1510.69,99.76,99.68554571749534,workday,1,0,40.01999999999998,11.129999999999939,4.023451390055868
16.08.2011,28.8576,1612.5,8.25,0.25,1510.66,1481.18,99.76,99.68554571749534,workday,0,1,-29.480000000000018,11.129999999999939,4.023451390055868
17.08.2011,28.7032,1641.71,8.25,0.25,1481.19,1509.19,99.76,99.68554571749534,workday,0,0,28.0,11.129999999999939,4.023451390055868
18.08.2011,28.7207,1654.72,8.25,0.25,1509.02,1452.83,99.76,99.68554571749534,workday,0,0,-56.190000000000055,11.129999999999939,4.023451390055868
19.08.2011,28.9115,1668.03,8.25,0.25,1452.82,1438.74,99.76,99.68554571749534,workday,0,0,-14.079999999999927,11.129999999999939,4.023451390055868
22.08.2011,28.9115,1668.03,8.25,0.25,1437.9,1443.93,99.76,99.68554571749534,workday,1,0,6.029999999999973,11.129999999999939,4.023451390055868
23.08.2011,29.2555,1766.18,8.25,0.25,1444.0,1444.11,99.76,99.68554571749534,workday,0,1,0.10999999999989996,11.129999999999939,4.023451390055868
24.08.2011,28.9547,1756.17,8.25,0.25,1444.21,1461.62,99.76,99.68554571749534,workday,0,0,17.409999999999854,11.129999999999939,4.023451390055868
25.08.2011,28.9037,1719.16,8.25,0.25,1461.64,1442.51,99.76,99.68554571749534,workday,0,0,-19.13000000000011,11.129999999999939,4.023451390055868
26.08.2011,28.8825,1593.93,8.25,0.25,1442.54,1458.84,99.76,99.68554571749534,workday,0,0,16.299999999999955,11.129999999999939,4.023451390055868
29.08.2011,28.8825,1593.93,8.25,0.25,1458.82,1512.36,99.76,99.68554571749534,workday,1,0,53.539999999999964,11.129999999999939,4.023451390055868
30.08.2011,28.7108,1650.45,8.25,0.25,1512.35,1514.1,99.76,99.68554571749534,workday,0,1,1.75,11.129999999999939,4.023451390055868
31.08.2011,28.8569,1661.64,8.25,0.25,1514.11,1546.05,99.76,99.68554571749534,workday,0,0,31.940000000000055,11.129999999999939,4.023451390055868
01.09.2011,28.9278,1698.27,8.25,0.25,1546.05,1551.58,99.96,99.78331575440096,workday,0,0,5.529999999999973,8.730000000000075,2.8502109471884864
02.09.2011,28.8911,1686.36,8.25,0.25,1549.62,1515.89,99.96,99.78331575440096,workday,0,0,-33.72999999999979,8.730000000000075,2.8502109471884864
05.09.2011,28.8911,1686.36,8.25,0.25,1515.83,1492.83,99.96,99.78331575440096,workday,1,0,-23.0,8.730000000000075,2.8502109471884864
06.09.2011,29.3436,1789.19,8.25,0.25,1492.83,1499.7,99.96,99.78331575440096,workday,0,1,6.870000000000118,8.730000000000075,2.8502109471884864
07.09.2011,29.6107,1800.24,8.25,0.25,1499.7,1546.52,99.96,99.78331575440096,workday,0,0,46.819999999999936,8.730000000000075,2.8502109471884864
08.09.2011,29.4905,1748.37,8.25,0.25,1546.56,1556.46,99.96,99.78331575440096,workday,0,0,9.900000000000091,8.730000000000075,2.8502109471884864
09.09.2011,29.5015,1732.9,8.25,0.25,1556.41,1518.22,99.96,99.78331575440096,workday,0,0,-38.190000000000055,8.730000000000075,2.8502109471884864
12.09.2011,29.5015,1732.9,8.25,0.25,1518.13,1493.19,99.96,99.78331575440096,workday,1,0,-24.940000000000055,8.730000000000075,2.8502109471884864
13.09.2011,30.3034,1795.59,8.25,0.25,1493.18,1498.16,99.96,99.78331575440096,workday,0,1,4.980000000000018,8.730000000000075,2.8502109471884864
14.09.2011,30.1872,1752.8,8.25,0.25,1498.16,1504.92,99.96,99.78331575440096,workday,0,0,6.759999999999991,8.730000000000075,2.8502109471884864
15.09.2011,30.3643,1785.53,8.25,0.25,1504.92,1525.28,99.96,99.78331575440096,workday,0,0,20.3599999999999,8.730000000000075,2.8502109471884864
16.09.2011,30.5042,1771.2,8.25,0.25,1525.28,1511.5,99.96,99.78331575440096,workday,0,0,-13.779999999999973,8.730000000000075,2.8502109471884864
19.09.2011,30.5042,1771.2,8.25,0.25,1511.48,1493.19,99.96,99.78331575440096,workday,1,0,-18.289999999999964,8.730000000000075,2.8502109471884864
20.09.2011,30.868,1803.24,8.25,0.25,1493.19,1519.95,99.96,99.78331575440096,workday,0,1,26.75999999999999,8.730000000000075,2.8502109471884864
21.09.2011,31.496,1814.61,8.25,0.25,1519.95,1507.25,99.96,99.78331575440096,workday,0,0,-12.700000000000045,8.730000000000075,2.8502109471884864
22.09.2011,31.4122,1828.22,8.25,0.25,1506.93,1389.43,99.96,99.78331575440096,workday,0,0,-117.5,8.730000000000075,2.8502109471884864
23.09.2011,31.9106,1811.31,8.25,0.25,1389.43,1327.19,99.96,99.78331575440096,workday,0,0,-62.24000000000001,8.730000000000075,2.8502109471884864
26.09.2011,31.9106,1811.31,8.25,0.25,1327.19,1346.86,99.96,99.78331575440096,workday,1,0,19.669999999999845,8.730000000000075,2.8502109471884864
27.09.2011,32.4619,1685.53,8.25,0.25,1346.9,1380.42,99.96,99.78331575440096,workday,0,1,33.51999999999998,8.730000000000075,2.8502109471884864
28.09.2011,32.2201,1730.99,8.25,0.25,1380.24,1377.87,99.96,99.78331575440096,workday,0,0,-2.3700000000001182,8.730000000000075,2.8502109471884864
29.09.2011,31.818,1693.02,8.25,0.25,1377.85,1407.71,99.96,99.78331575440096,workday,0,0,29.860000000000127,8.730000000000075,2.8502109471884864
30.09.2011,31.8751,1660.19,8.25,0.25,1407.71,1366.54,99.96,99.78331575440096,workday,0,0,-41.17000000000007,8.730000000000075,2.8502109471884864
03.10.2011,31.8751,1660.19,8.25,0.25,1366.45,1344.66,100.48,99.93252480705624,workday,1,0,-21.789999999999964,2.4899999999999523,1.0597023153251257
04.10.2011,32.589,1739.28,8.25,0.25,1344.66,1267.77,100.48,99.93252480705624,workday,0,1,-76.8900000000001,2.4899999999999523,1.0597023153251257
05.10.2011,32.6799,1756.74,8.25,0.25,1268.0,1265.67,100.48,99.93252480705624,workday,0,0,-2.3299999999999272,2.4899999999999523,1.0597023153251257
06.10.2011,32.6374,1678.91,8.25,0.25,1266.12,1318.29,100.48,99.93252480705624,workday,0,0,52.17000000000007,2.4899999999999523,1.0597023153251257
07.10.2011,32.5085,1724.01,8.25,0.25,1318.31,1351.42,100.48,99.93252480705624,workday,0,0,33.11000000000013,2.4899999999999523,1.0597023153251257
10.10.2011,32.5085,1724.01,8.25,0.25,1351.42,1380.86,100.48,99.93252480705624,workday,1,0,29.439999999999827,2.4899999999999523,1.0597023153251257
11.10.2011,32.0096,1712.48,8.25,0.25,1380.84,1364.06,100.48,99.93252480705624,workday,0,1,-16.779999999999973,2.4899999999999523,1.0597023153251257
12.10.2011,31.427,1679.29,8.25,0.25,1364.06,1396.51,100.48,99.93252480705624,workday,0,0,32.450000000000045,2.4899999999999523,1.0597023153251257
13.10.2011,31.4151,1703.9,8.25,0.25,1396.5,1388.77,100.48,99.93252480705624,workday,0,0,-7.730000000000018,2.4899999999999523,1.0597023153251257
14.10.2011,31.2014,1678.27,8.25,0.25,1388.77,1431.92,100.48,99.93252480705624,workday,0,0,43.15000000000009,2.4899999999999523,1.0597023153251257
17.10.2011,31.2014,1678.27,8.25,0.25,1431.92,1403.05,100.48,99.93252480705624,workday,1,0,-28.87000000000012,2.4899999999999523,1.0597023153251257
18.10.2011,30.737,1669.1,8.25,0.25,1403.05,1425.24,100.48,99.93252480705624,workday,0,1,22.190000000000055,2.4899999999999523,1.0597023153251257
19.10.2011,30.9694,1650.85,8.25,0.25,1425.3,1420.5,100.48,99.93252480705624,workday,0,0,-4.7999999999999545,2.4899999999999523,1.0597023153251257
20.10.2011,30.9257,1641.56,8.25,0.25,1420.2,1418.85,100.48,99.93252480705624,workday,0,0,-1.3500000000001364,2.4899999999999523,1.0597023153251257
21.10.2011,31.3788,1643.42,8.25,0.25,1418.86,1447.01,100.48,99.93252480705624,workday,0,0,28.15000000000009,2.4899999999999523,1.0597023153251257
24.10.2011,31.3788,1643.42,8.25,0.25,1447.63,1482.81,100.48,99.93252480705624,workday,1,0,35.179999999999836,2.4899999999999523,1.0597023153251257
25.10.2011,30.8255,1636.24,8.25,0.25,1482.81,1462.17,100.48,99.93252480705624,workday,0,1,-20.639999999999873,2.4899999999999523,1.0597023153251257
26.10.2011,30.4971,1623.96,8.25,0.25,1462.16,1499.79,100.48,99.93252480705624,workday,0,0,37.62999999999988,2.4899999999999523,1.0597023153251257
27.10.2011,30.5732,1683.79,8.25,0.25,1499.81,1525.52,100.48,99.93252480705624,workday,0,0,25.710000000000036,2.4899999999999523,1.0597023153251257
28.10.2011,30.2421,1660.7,8.25,0.25,1525.55,1526.57,100.48,99.93252480705624,workday,0,0,1.0199999999999818,2.4899999999999523,1.0597023153251257
31.10.2011,30.2421,1660.7,8.25,0.25,1526.22,1498.6,100.48,99.93252480705624,workday,1,0,-27.62000000000012,2.4899999999999523,1.0597023153251257
01.11.2011,30.1245,1663.92,8.25,0.25,1498.56,1456.29,100.42,99.81555581967608,workday,0,1,-42.26999999999998,3.2099999999999795,2.463330163887065
02.11.2011,30.6448,1676.9,8.25,0.25,1456.29,1488.86,100.42,99.81555581967608,workday,0,0,32.569999999999936,3.2099999999999795,2.463330163887065
03.11.2011,30.683,1707.6,8.25,0.25,1488.69,1501.18,100.42,99.81555581967608,workday,0,0,12.490000000000009,3.2099999999999795,2.463330163887065
07.11.2011,30.683,1707.6,8.25,0.25,1501.2,1521.01,100.42,99.81555581967608,workday,1,0,19.809999999999945,3.2099999999999795,2.463330163887065
08.11.2011,30.5694,1733.71,8.25,0.25,1521.01,1520.88,100.42,99.81555581967608,workday,0,1,-0.12999999999988177,3.2099999999999795,2.463330163887065
09.11.2011,30.5014,1759.27,8.25,0.25,1520.93,1470.8,100.42,99.81555581967608,workday,0,0,-50.13000000000011,3.2099999999999795,2.463330163887065
10.11.2011,30.1033,1722.76,8.25,0.25,1470.78,1489.58,100.42,99.81555581967608,workday,0,0,18.799999999999955,3.2099999999999795,2.463330163887065
11.11.2011,30.8454,1751.35,8.25,0.25,1489.59,1484.97,100.42,99.81555581967608,workday,0,0,-4.619999999999891,3.2099999999999795,2.463330163887065
14.11.2011,30.8454,1751.35,8.25,0.25,1484.97,1484.38,100.42,99.81555581967608,workday,1,0,-0.5899999999999181,3.2099999999999795,2.463330163887065
15.11.2011,30.2921,1734.05,8.25,0.25,1484.3,1487.84,100.42,99.81555581967608,workday,0,1,3.5399999999999636,3.2099999999999795,2.463330163887065
16.11.2011,30.66,1739.83,8.25,0.25,1487.84,1483.24,100.42,99.81555581967608,workday,0,0,-4.599999999999909,3.2099999999999795,2.463330163887065
17.11.2011,30.8417,1758.08,8.25,0.25,1483.24,1475.32,100.42,99.81555581967608,workday,0,0,-7.920000000000073,3.2099999999999795,2.463330163887065
18.11.2011,30.7337,1735.12,8.25,0.25,1475.31,1460.56,100.42,99.81555581967608,workday,0,0,-14.75,3.2099999999999795,2.463330163887065
21.11.2011,30.7337,1735.12,8.25,0.25,1460.54,1390.56,100.42,99.81555581967608,workday,1,0,-69.98000000000002,3.2099999999999795,2.463330163887065
22.11.2011,30.9693,1696.65,8.25,0.25,1390.55,1401.91,100.42,99.81555581967608,workday,0,1,11.360000000000127,3.2099999999999795,2.463330163887065
23.11.2011,31.0612,1695.19,8.25,0.25,1401.91,1404.26,100.42,99.81555581967608,workday,0,0,2.349999999999909,3.2099999999999795,2.463330163887065
24.11.2011,31.2133,1691.95,8.25,0.25,1404.25,1392.75,100.42,99.81555581967608,workday,0,0,-11.5,3.2099999999999795,2.463330163887065
25.11.2011,31.4365,1717.19,8.25,0.25,1392.65,1410.84,100.42,99.81555581967608,workday,0,0,18.189999999999827,3.2099999999999795,2.463330163887065
28.11.2011,31.4365,1717.19,8.25,0.25,1411.03,1466.22,100.42,99.81555581967608,workday,1,0,55.190000000000055,3.2099999999999795,2.463330163887065
29.11.2011,31.4117,1730.98,8.25,0.25,1466.22,1454.67,100.42,99.81555581967608,workday,0,1,-11.549999999999955,3.2099999999999795,2.463330163887065
30.11.2011,31.3216,1729.04,8.25,0.25,1454.66,1499.62,100.42,99.81555581967608,workday,0,0,44.95999999999981,3.2099999999999795,2.463330163887065
01.12.2011,31.4001,1720.25,8.25,0.25,1499.62,1505.27,100.44,99.97623480017428,workday,0,0,5.650000000000091,2.9700000000000273,0.5351823979086134
02.12.2011,30.8486,1735.66,8.25,0.25,1505.35,1505.77,100.44,99.97623480017428,workday,0,0,0.42000000000007276,2.9700000000000273,0.5351823979086134
05.12.2011,30.8486,1735.66,8.25,0.25,1505.77,1517.89,100.44,99.97623480017428,workday,1,0,12.120000000000118,2.9700000000000273,0.5351823979086134
06.12.2011,30.9068,1732.97,8.25,0.25,1517.45,1457.9,100.44,99.97623480017428,workday,0,1,-59.549999999999955,2.9700000000000273,0.5351823979086134
07.12.2011,31.1026,1719.95,8.25,0.25,1458.09,1448.39,100.44,99.97623480017428,workday,0,0,-9.699999999999818,2.9700000000000273,0.5351823979086134
08.12.2011,31.1527,1733.74,8.25,0.25,1448.69,1456.36,100.44,99.97623480017428,workday,0,0,7.669999999999845,2.9700000000000273,0.5351823979086134
09.12.2011,31.2308,1746.12,8.25,0.25,1456.26,1396.28,100.44,99.97623480017428,workday,0,0,-59.98000000000002,2.9700000000000273,0.5351823979086134
12.12.2011,31.2308,1746.12,8.25,0.25,1396.28,1349.96,100.44,99.97623480017428,workday,1,0,-46.319999999999936,2.9700000000000273,0.5351823979086134
13.12.2011,31.4134,1696.74,8.25,0.25,1349.96,1378.56,100.44,99.97623480017428,workday,0,1,28.59999999999991,2.9700000000000273,0.5351823979086134
14.12.2011,31.6704,1695.35,8.25,0.25,1377.82,1372.42,100.44,99.97623480017428,workday,0,0,-5.399999999999864,2.9700000000000273,0.5351823979086134
15.12.2011,31.7655,1669.8,8.25,0.25,1371.94,1393.61,100.44,99.97623480017428,workday,0,0,21.669999999999845,2.9700000000000273,0.5351823979086134
16.12.2011,31.8957,1630.5,8.25,0.25,1393.88,1383.42,100.44,99.97623480017428,workday,0,0,-10.460000000000036,2.9700000000000273,0.5351823979086134
19.12.2011,31.8957,1630.5,8.25,0.25,1383.42,1382.88,100.44,99.97623480017428,workday,1,0,-0.5399999999999636,2.9700000000000273,0.5351823979086134
20.12.2011,32.0323,1640.57,8.25,0.25,1382.87,1409.84,100.44,99.97623480017428,workday,0,1,26.970000000000027,2.9700000000000273,0.5351823979086134
21.12.2011,32.0519,1653.94,8.25,0.25,1409.84,1385.17,100.44,99.97623480017428,workday,0,0,-24.669999999999845,2.9700000000000273,0.5351823979086134
22.12.2011,31.7645,1672.3,8.25,0.25,1385.17,1385.66,100.44,99.97623480017428,workday,0,0,0.4900000000000091,2.9700000000000273,0.5351823979086134
23.12.2011,31.5634,1632.79,8.25,0.25,1385.68,1376.11,100.44,99.97623480017428,workday,0,0,-9.570000000000164,2.9700000000000273,0.5351823979086134
26.12.2011,31.5634,1632.79,8.0,0.25,1376.11,1390.08,100.44,99.97623480017428,workday,1,0,13.970000000000027,2.7200000000000273,0.5351823979086134
27.12.2011,31.2266,1613.86,8.0,0.25,1390.08,1386.14,100.44,99.97623480017428,workday,0,1,-3.939999999999827,2.7200000000000273,0.5351823979086134
28.12.2011,31.0847,1606.53,8.0,0.25,1386.14,1383.09,100.44,99.97623480017428,workday,0,0,-3.050000000000182,2.7200000000000273,0.5351823979086134
29.12.2011,31.5633,1607.42,8.0,0.25,1383.09,1387.06,100.44,99.97623480017428,workday,0,0,3.9700000000000273,2.7200000000000273,0.5351823979086134
30.12.2011,32.0197,1582.79,8.0,0.25,1387.05,1402.23,100.44,99.97623480017428,workday,0,0,15.180000000000064,2.7200000000000273,0.5351823979086134
03.01.2012,32.0197,1582.79,8.0,0.25,1402.25,1444.76,100.5,99.72832050280458,day off,0,0,42.50999999999999,2.0,3.510153966345058
04.01.2012,32.0197,1582.79,8.0,0.25,1444.76,1447.59,100.5,99.72832050280458,day off,0,0,2.8299999999999272,2.0,3.510153966345058
05.01.2012,32.0197,1582.79,8.0,0.25,1447.59,1434.91,100.5,99.72832050280458,day off,0,0,-12.679999999999836,2.0,3.510153966345058
06.01.2012,32.0197,1582.79,8.0,0.25,1434.9,1440.6,100.5,99.72832050280458,day off,0,0,5.699999999999818,2.0,3.510153966345058
09.01.2012,32.0197,1582.79,8.0,0.25,1440.6,1448.36,100.5,99.72832050280458,day off,0,0,7.759999999999991,2.0,3.510153966345058
10.01.2012,32.0197,1582.79,8.0,0.25,1448.36,1476.88,100.5,99.72832050280458,workday,1,0,28.52000000000021,2.0,3.510153966345058
11.01.2012,31.8729,1667.25,8.0,0.25,1476.86,1465.47,100.5,99.72832050280458,workday,0,1,-11.389999999999873,2.0,3.510153966345058
12.01.2012,31.6886,1671.87,8.0,0.25,1465.46,1464.53,100.5,99.72832050280458,workday,0,0,-0.9300000000000637,2.0,3.510153966345058
13.01.2012,31.6807,1683.17,8.0,0.25,1464.52,1463.43,100.5,99.72832050280458,workday,0,0,-1.0899999999999181,2.0,3.510153966345058
16.01.2012,31.6807,1683.17,8.0,0.25,1463.44,1464.42,100.5,99.72832050280458,workday,1,0,0.9800000000000182,2.0,3.510153966345058
17.01.2012,31.9344,1687.4,8.0,0.25,1464.7,1486.34,100.5,99.72832050280458,workday,0,1,21.639999999999873,2.0,3.510153966345058
18.01.2012,31.5445,1685.56,8.0,0.25,1486.36,1493.7,100.5,99.72832050280458,workday,0,0,7.3400000000001455,2.0,3.510153966345058
19.01.2012,31.5428,1680.4,8.0,0.25,1493.66,1503.7,100.5,99.72832050280458,workday,0,0,10.039999999999964,2.0,3.510153966345058
20.01.2012,31.4777,1684.02,8.0,0.25,1503.71,1491.15,100.5,99.72832050280458,workday,0,0,-12.559999999999945,2.0,3.510153966345058
23.01.2012,31.4777,1684.02,8.0,0.25,1491.05,1499.27,100.5,99.72832050280458,workday,1,0,8.220000000000027,2.0,3.510153966345058
24.01.2012,31.3325,1687.33,8.0,0.25,1499.29,1488.7,100.5,99.72832050280458,workday,0,1,-10.589999999999918,2.0,3.510153966345058
25.01.2012,30.8752,1656.75,8.0,0.25,1488.7,1498.79,100.5,99.72832050280458,workday,0,0,10.089999999999918,2.0,3.510153966345058
26.01.2012,30.667,1635.72,8.0,0.25,1498.8,1514.72,100.5,99.72832050280458,workday,0,0,15.920000000000073,2.0,3.510153966345058
27.01.2012,30.36,1672.05,8.0,0.25,1514.72,1508.04,100.5,99.72832050280458,workday,0,0,-6.680000000000064,2.0,3.510153966345058
30.01.2012,30.36,1672.05,8.0,0.25,1508.04,1496.3,100.5,99.72832050280458,workday,1,0,-11.740000000000009,2.0,3.510153966345058
31.01.2012,30.3647,1679.63,8.0,0.25,1496.24,1514.03,100.5,99.72832050280458,workday,0,1,17.789999999999964,2.0,3.510153966345058
01.02.2012,30.3131,1693.83,8.0,0.25,1514.02,1539.36,100.37,99.78671128065204,workday,0,0,25.339999999999918,3.5599999999999454,2.809464632175491
02.02.2012,30.4067,1704.93,8.0,0.25,1539.36,1542.39,100.37,99.78671128065204,workday,0,0,3.0300000000002,3.5599999999999454,2.809464632175491
03.02.2012,30.1855,1695.92,8.0,0.25,1542.44,1564.82,100.37,99.78671128065204,workday,0,0,22.37999999999988,3.5599999999999454,2.809464632175491
06.02.2012,30.1855,1695.92,8.0,0.25,1564.82,1562.87,100.37,99.78671128065204,workday,1,0,-1.9500000000000455,3.5599999999999454,2.809464632175491
07.02.2012,30.2324,1668.91,8.0,0.25,1562.87,1549.49,100.37,99.78671128065204,workday,0,1,-13.379999999999882,3.5599999999999454,2.809464632175491
08.02.2012,30.0871,1663.79,8.0,0.25,1549.47,1555.11,100.37,99.78671128065204,workday,0,0,5.639999999999873,3.5599999999999454,2.809464632175491
09.02.2012,29.693,1663.96,8.0,0.25,1555.09,1541.64,100.37,99.78671128065204,workday,0,0,-13.449999999999818,3.5599999999999454,2.809464632175491
