,usdrub,gold,cb_key_rate,fed_rate,imoex_open,imoex_close,ru_cpi,us_cpi,workday
01.07.2012,,,8.0,0.25,,,101.23,99.97112734590314,day off
02.07.2012,,,8.0,0.25,1387.52,1402.74,101.23,99.97112734590314,workday
03.07.2012,32.5287,1669.39,8.0,0.25,1402.74,1437.45,101.23,99.97112734590314,workday
04.07.2012,32.4789,1679.63,8.0,0.25,1437.19,1444.31,101.23,99.97112734590314,workday
05.07.2012,32.2065,1674.34,8.0,0.25,1444.3,1435.76,101.23,99.97112734590314,workday
06.07.2012,32.4727,1687.92,8.0,0.25,1435.75,1414.28,101.23,99.97112734590314,workday
07.07.2012,32.624,1669.56,8.0,0.25,,,101.23,99.97112734590314,day off
08.07.2012,,,8.0,0.25,,,101.23,99.97112734590314,day off
09.07.2012,,,8.0,0.25,1414.29,1414.62,101.23,99.97112734590314,workday
10.07.2012,32.9907,1676.93,8.0,0.25,1414.64,1422.58,101.23,99.97112734590314,workday
11.07.2012,32.9754,1690.46,8.0,0.25,1422.58,1405.15,101.23,99.97112734590314,workday
12.07.2012,32.8282,1663.92,8.0,0.25,1405.15,1394.3,101.23,99.97112734590314,workday
13.07.2012,32.7177,1646.75,8.0,0.25,1394.3,1416.5,101.23,99.97112734590314,workday
14.07.2012,32.659,1657.97,8.0,0.25,,,101.23,99.97112734590314,day off
15.07.2012,,,8.0,0.25,,,101.23,99.97112734590314,day off
16.07.2012,,,8.0,0.25,1416.48,1422.03,101.23,99.97112734590314,workday
17.07.2012,32.6208,1661.27,8.0,0.25,1422.03,1430.17,101.23,99.97112734590314,workday
18.07.2012,32.4955,1666.38,8.0,0.25,1430.17,1426.29,101.23,99.97112734590314,workday
19.07.2012,32.4041,1645.55,8.0,0.25,1426.29,1434.47,101.23,99.97112734590314,workday
20.07.2012,32.0764,1629.42,8.0,0.25,1434.49,1415.38,101.23,99.97112734590314,workday
21.07.2012,31.9509,1626.13,8.0,0.25,,,101.23,99.97112734590314,day off
22.07.2012,,,8.0,0.25,,,101.23,99.97112734590314,day off
23.07.2012,,,8.0,0.25,1415.38,1372.97,101.23,99.97112734590314,workday
24.07.2012,32.376,1635.79,8.0,0.25,1372.95,1365.75,101.23,99.97112734590314,workday
25.07.2012,32.6324,1650.32,8.0,0.25,1365.75,1367.67,101.23,99.97112734590314,workday
26.07.2012,32.9657,1682.55,8.0,0.25,1367.67,1384.06,101.23,99.97112734590314,workday
27.07.2012,32.6224,1681.28,8.0,0.25,1384.06,1406.3,101.23,99.97112734590314,workday
28.07.2012,32.2131,1676.5,8.0,0.25,,,101.23,99.97112734590314,day off
29.07.2012,,,8.0,0.25,,,101.23,99.97112734590314,day off
30.07.2012,,,8.0,0.25,1406.3,1428.62,101.23,99.97112734590314,workday
31.07.2012,32.1881,1672.87,8.0,0.25,1428.62,1407.02,101.23,99.97112734590314,workday
01.08.2012,32.2058,1680.26,8.0,0.25,1407.01,1411.85,100.1,99.4224027696831,workday
02.08.2012,32.3322,1678.54,8.0,0.25,1411.85,1397.05,100.1,99.4224027696831,workday
03.08.2012,32.4563,1674.29,8.0,0.25,1395.31,1421.28,100.1,99.4224027696831,workday
04.08.2012,32.5361,1668.46,8.0,0.25,,,100.1,99.4224027696831,day off
05.08.2012,,,8.0,0.25,,,100.1,99.4224027696831,day off
06.08.2012,,,8.0,0.25,1421.22,1439.06,100.1,99.4224027696831,workday
07.08.2012,31.9451,1650.23,8.0,0.25,1439.34,1450.74,100.1,99.4224027696831,workday
08.08.2012,31.6644,1642.09,8.0,0.25,1450.81,1449.49,100.1,99.4224027696831,workday
09.08.2012,31.6907,1637.34,8.0,0.25,1449.49,1456.41,100.1,99.4224027696831,workday
10.08.2012,31.4807,1632.31,8.0,0.25,1456.41,1441.59,100.1,99.4224027696831,workday
11.08.2012,31.8974,1649.56,8.0,0.25,,,100.1,99.4224027696831,day off
12.08.2012,,,8.0,0.25,,,100.1,99.4224027696831,day off
13.08.2012,,,8.0,0.25,1441.88,1452.42,100.1,99.4224027696831,workday
14.08.2012,31.8707,1662.26,8.0,0.25,1452.42,1462.57,100.1,99.4224027696831,workday
15.08.2012,31.7739,1649.3,8.0,0.25,1462.57,1448.32,100.1,99.4224027696831,workday
16.08.2012,31.8532,1633.19,8.0,0.25,1448.34,1451.87,100.1,99.4224027696831,workday
17.08.2012,31.9011,1644.62,8.0,0.25,1451.85,1444.27,100.1,99.4224027696831,workday
18.08.2012,31.8469,1655.14,8.0,0.25,,,100.1,99.4224027696831,day off
19.08.2012,,,8.0,0.25,,,100.1,99.4224027696831,day off
20.08.2012,,,8.0,0.25,1444.26,1428.75,100.1,99.4224027696831,workday
21.08.2012,32.0165,1662.66,8.0,0.25,1428.75,1454.48,100.1,99.4224027696831,workday
22.08.2012,31.9606,1668.75,8.0,0.25,1454.48,1446.84,100.1,99.4224027696831,workday
23.08.2012,31.8056,1677.53,8.0,0.25,1446.81,1453.5,100.1,99.4224027696831,workday
24.08.2012,31.683,1693.47,8.0,0.25,1453.5,1454.08,100.1,99.4224027696831,workday
25.08.2012,31.8099,1704.35,8.0,0.25,,,100.1,99.4224027696831,day off
26.08.2012,,,8.0,0.25,,,100.1,99.4224027696831,day off
27.08.2012,,,8.0,0.25,1454.08,1448.57,100.1,99.4224027696831,workday
28.08.2012,31.8703,1708.1,8.0,0.25,1448.55,1450.81,100.1,99.4224027696831,workday
29.08.2012,32.0183,1712.43,8.0,0.25,1450.81,1437.14,100.1,99.4224027696831,workday
30.08.2012,32.0942,1717.26,8.0,0.25,1437.12,1429.82,100.1,99.4224027696831,workday
31.08.2012,32.2934,1720.39,8.0,0.25,1429.82,1422.91,100.1,99.4224027696831,workday
01.09.2012,32.5669,1735.75,8.0,0.25,,,100.55,99.5251390602342,day off
02.09.2012,,,8.0,0.25,,,100.55,99.5251390602342,day off
03.09.2012,,,8.0,0.25,1422.9,1439.31,100.55,99.5251390602342,workday
04.09.2012,32.4171,1757.21,8.0,0.25,1439.31,1436.52,100.55,99.5251390602342,workday
05.09.2012,32.1995,1751.1,8.0,0.25,1436.46,1421.62,100.55,99.5251390602342,workday
06.09.2012,32.4608,1763.23,8.0,0.25,1421.62,1455.07,100.55,99.5251390602342,workday
07.09.2012,32.1998,1768.72,8.0,0.25,1455.07,1474.58,100.55,99.5251390602342,workday
08.09.2012,32.0142,1745.66,8.0,0.25,,,100.55,99.5251390602342,day off
09.09.2012,,,8.0,0.25,,,100.55,99.5251390602342,day off
10.09.2012,,,8.0,0.25,1474.58,1478.83,100.55,99.5251390602342,workday
11.09.2012,31.7221,1767.21,8.0,0.25,1478.83,1478.05,100.55,99.5251390602342,workday
12.09.2012,31.7768,1768.47,8.0,0.25,1478.05,1478.54,100.55,99.5251390602342,workday
13.09.2012,31.478,1763.73,8.0,0.25,1478.51,1472.6,100.55,99.5251390602342,workday
14.09.2012,31.3992,1746.95,8.25,0.25,1472.6,1535.38,100.55,99.5251390602342,workday
15.09.2012,30.8181,1756.24,8.25,0.25,,,100.55,99.5251390602342,day off
16.09.2012,,,8.25,0.25,,,100.55,99.5251390602342,day off
17.09.2012,,,8.25,0.25,1535.38,1530.36,100.55,99.5251390602342,workday
18.09.2012,30.5867,1737.89,8.25,0.25,1530.37,1515.3,100.55,99.5251390602342,workday
19.09.2012,30.8795,1744.1,8.25,0.25,1515.3,1499.12,100.55,99.5251390602342,workday
20.09.2012,30.8634,1760.8,8.25,0.25,1499.15,1499.28,100.55,99.5251390602342,workday
21.09.2012,31.5758,1786.73,8.25,0.25,1499.29,1496.65,100.55,99.5251390602342,workday
22.09.2012,31.1667,1777.35,8.25,0.25,,,100.55,99.5251390602342,day off
23.09.2012,,,8.25,0.25,,,100.55,99.5251390602342,day off
24.09.2012,,,8.25,0.25,1496.63,1489.92,100.55,99.5251390602342,workday
25.09.2012,31.2513,1766.86,8.25,0.25,1489.92,1482.61,100.55,99.5251390602342,workday
26.09.2012,31.1608,1770.0,8.25,0.25,1482.61,1445.38,100.55,99.5251390602342,workday
27.09.2012,31.2221,1770.48,8.25,0.25,1445.39,1453.09,100.55,99.5251390602342,workday
28.09.2012,31.1951,1760.42,8.25,0.25,1453.11,1458.26,100.55,99.5251390602342,workday
29.09.2012,30.9169,1770.32,8.25,0.25,,,100.55,99.5251390602342,day off
30.09.2012,,,8.25,0.25,,,100.55,99.5251390602342,day off
01.10.2012,,,8.25,0.25,1458.3,1490.21,100.46,99.73104585603397,workday
02.10.2012,31.2538,1779.06,8.25,0.25,1490.21,1485.63,100.46,99.73104585603397,workday
03.10.2012,31.135,1780.3,8.25,0.25,1485.61,1472.5,100.46,99.73104585603397,workday
04.10.2012,31.1944,1782.44,8.25,0.25,1472.5,1456.74,100.46,99.73104585603397,workday
05.10.2012,31.121,1787.51,8.25,0.25,1456.71,1477.6,100.46,99.73104585603397,workday
06.10.2012,30.9744,1782.57,8.25,0.25,,,100.46,99.73104585603397,day off
07.10.2012,,,8.25,0.25,,,100.46,99.73104585603397,day off
08.10.2012,,,8.25,0.25,1477.6,1473.61,100.46,99.73104585603397,workday
09.10.2012,31.0777,1767.53,8.25,0.25,1473.61,1472.94,100.46,99.73104585603397,workday
10.10.2012,31.0994,1770.52,8.25,0.25,1472.94,1460.93,100.46,99.73104585603397,workday
11.10.2012,31.2017,1768.57,8.25,0.25,1460.91,1463.12,100.46,99.73104585603397,workday
12.10.2012,31.1667,1770.84,8.25,0.25,1463.15,1446.01,100.46,99.73104585603397,workday
13.10.2012,30.9738,1759.63,8.25,0.25,,,100.46,99.73104585603397,day off
14.10.2012,,,8.25,0.25,,,100.46,99.73104585603397,day off
15.10.2012,,,8.25,0.25,1446.01,1443.42,100.46,99.73104585603397,workday
16.10.2012,31.0791,1745.88,8.25,0.25,1443.42,1456.07,100.46,99.73104585603397,workday
17.10.2012,30.9493,1728.89,8.25,0.25,1456.07,1474.3,100.46,99.73104585603397,workday
18.10.2012,30.7964,1730.49,8.25,0.25,1474.29,1475.27,100.46,99.73104585603397,workday
19.10.2012,30.7195,1726.42,8.25,0.25,1475.28,1460.06,100.46,99.73104585603397,workday
20.10.2012,30.7823,1714.86,8.25,0.25,,,100.46,99.73104585603397,day off
21.10.2012,,,8.25,0.25,,,100.46,99.73104585603397,day off
22.10.2012,,,8.25,0.25,1460.04,1474.92,100.46,99.73104585603397,workday
23.10.2012,30.9084,1714.18,8.25,0.25,1474.91,1455.31,100.46,99.73104585603397,workday
24.10.2012,31.1171,1717.75,8.25,0.25,1455.31,1451.61,100.46,99.73104585603397,workday
25.10.2012,31.3039,1719.51,8.25,0.25,1451.61,1446.0,100.46,99.73104585603397,workday
26.10.2012,31.2499,1723.07,8.25,0.25,1446.0,1433.52,100.46,99.73104585603397,workday
27.10.2012,31.478,1724.52,8.25,0.25,,,100.46,99.73104585603397,day off
28.10.2012,,,8.25,0.25,,,100.46,99.73104585603397,day off
29.10.2012,,,8.25,0.25,1433.51,1431.9,100.46,99.73104585603397,workday
30.10.2012,31.4373,1730.37,8.25,0.25,1431.9,1421.75,100.46,99.73104585603397,workday
31.10.2012,31.5252,1736.73,8.25,0.25,1421.74,1425.7,100.46,99.73104585603397,workday
01.11.2012,31.3743,1732.96,8.25,0.25,1425.71,1430.91,100.34,100.16821694364084,workday
02.11.2012,31.3666,1737.83,8.25,0.25,1430.92,1440.25,100.34,100.16821694364084,workday
03.11.2012,31.3817,1723.53,8.25,0.25,,,100.34,100.16821694364084,day off
04.11.2012,,,8.25,0.25,,,100.34,100.16821694364084,day off
05.11.2012,,,8.25,0.25,,,100.34,100.16821694364084,day off
06.11.2012,,,8.25,0.25,1440.25,1446.46,100.34,100.16821694364084,workday
07.11.2012,31.5195,1714.38,8.25,0.25,1446.39,1423.36,100.34,100.16821694364084,workday
08.11.2012,31.3033,1741.62,8.25,0.25,1423.36,1407.79,100.34,100.16821694364084,workday
09.11.2012,31.5146,1737.67,8.25,0.25,1407.79,1401.32,100.34,100.16821694364084,workday
10.11.2012,31.4962,1754.63,8.25,0.25,,,100.34,100.16821694364084,day off
11.11.2012,,,8.25,0.25,,,100.34,100.16821694364084,day off
12.11.2012,,,8.25,0.25,1401.19,1407.9,100.34,100.16821694364084,workday
13.11.2012,31.6053,1763.75,8.25,0.25,1407.9,1373.83,100.34,100.16821694364084,workday
14.11.2012,31.7164,1758.74,8.25,0.25,1373.84,1372.19,100.34,100.16821694364084,workday
15.11.2012,31.7267,1759.05,8.25,0.25,1372.19,1386.25,100.34,100.16821694364084,workday
16.11.2012,31.6919,1756.1,8.25,0.25,1386.25,1383.66,100.34,100.16821694364084,workday
17.11.2012,31.7184,1743.81,8.25,0.25,,,100.34,100.16821694364084,day off
18.11.2012,,,8.25,0.25,,,100.34,100.16821694364084,day off
19.11.2012,,,8.25,0.25,1383.65,1398.57,100.34,100.16821694364084,workday
20.11.2012,31.6677,1754.51,8.25,0.25,1398.57,1396.39,100.34,100.16821694364084,workday
21.11.2012,31.4263,1752.0,8.25,0.25,1396.39,1405.7,100.34,100.16821694364084,workday
22.11.2012,31.4218,1744.42,8.25,0.25,1405.7,1402.64,100.34,100.16821694364084,workday
23.11.2012,31.1525,1732.48,8.25,0.25,1402.64,1413.15,100.34,100.16821694364084,workday
24.11.2012,31.1325,1736.37,8.25,0.25,,,100.34,100.16821694364084,day off
25.11.2012,,,8.25,0.25,,,100.34,100.16821694364084,day off
26.11.2012,,,8.25,0.25,1413.15,1403.94,100.34,100.16821694364084,workday
27.11.2012,31.0201,1742.56,8.25,0.25,1403.94,1394.87,100.34,100.16821694364084,workday
28.11.2012,30.941,1738.12,8.25,0.25,1394.85,1380.94,100.34,100.16821694364084,workday
29.11.2012,31.1408,1743.09,8.25,0.25,1380.94,1388.31,100.34,100.16821694364084,workday
30.11.2012,31.0565,1721.89,8.25,0.25,1388.31,1405.97,100.34,100.16821694364084,workday
01.12.2012,30.811,1712.0,8.25,0.25,,,100.54,100.01210962672076,day off
02.12.2012,,,8.25,0.25,,,100.54,100.01210962672076,day off
03.12.2012,,,8.25,0.25,1405.97,1421.97,100.54,100.01210962672076,workday
04.12.2012,30.8365,1703.25,8.25,0.25,1421.94,1411.83,100.54,100.01210962672076,workday
05.12.2012,30.994,1700.74,8.25,0.25,1411.84,1435.97,100.54,100.01210962672076,workday
06.12.2012,30.8235,1687.67,8.25,0.25,1435.96,1438.54,100.54,100.01210962672076,workday
07.12.2012,30.9107,1682.51,8.25,0.25,1438.54,1441.47,100.54,100.01210962672076,workday
08.12.2012,30.967,1689.55,8.25,0.25,,,100.54,100.01210962672076,day off
09.12.2012,,,8.25,0.25,,,100.54,100.01210962672076,day off
10.12.2012,,,8.25,0.25,1441.47,1447.72,100.54,100.01210962672076,workday
11.12.2012,30.8686,1695.6,8.25,0.25,1447.72,1448.43,100.54,100.01210962672076,workday
12.12.2012,30.7506,1690.35,8.25,0.25,1448.36,1466.51,100.54,100.01210962672076,workday
13.12.2012,30.7321,1692.05,8.25,0.25,1466.5,1462.87,100.54,100.01210962672076,workday
14.12.2012,30.6034,1667.5,8.25,0.25,1462.87,1466.15,100.54,100.01210962672076,workday
15.12.2012,30.6892,1673.9,8.25,0.25,,,100.54,100.01210962672076,day off
16.12.2012,,,8.25,0.25,,,100.54,100.01210962672076,day off
17.12.2012,,,8.25,0.25,1466.16,1469.53,100.54,100.01210962672076,workday
18.12.2012,30.7696,1671.86,8.25,0.25,1469.53,1481.54,100.54,100.01210962672076,workday
19.12.2012,30.9859,1693.07,8.25,0.25,1481.54,1478.83,100.54,100.01210962672076,workday
20.12.2012,30.7606,1656.04,8.25,0.25,1478.81,1488.22,100.54,100.01210962672076,workday
21.12.2012,30.7592,1648.55,8.25,0.25,1487.99,1477.44,100.54,100.01210962672076,workday
22.12.2012,30.7194,1627.9,8.25,0.25,,,100.54,100.01210962672076,day off
23.12.2012,,,8.25,0.25,,,100.54,100.01210962672076,day off
24.12.2012,,,8.25,0.25,1477.44,1471.73,100.54,100.01210962672076,workday
25.12.2012,30.8046,1646.52,8.25,0.25,1471.73,1473.53,100.54,100.01210962672076,workday
26.12.2012,30.5926,1635.19,8.25,0.25,1473.53,1478.61,100.54,100.01210962672076,workday
27.12.2012,30.615,1636.39,8.25,0.25,1478.61,1478.24,100.54,100.01210962672076,workday
28.12.2012,30.4808,1622.11,8.25,0.25,1478.22,1474.72,100.54,100.01210962672076,workday
29.12.2012,30.3727,1619.78,8.25,0.25,,,100.54,100.01210962672076,workday
30.12.2012,30.3727,1618.56,8.25,0.25,,,100.54,100.01210962672076,day off
31.12.2012,,,8.25,0.25,,,100.54,100.01210962672076,day off
01.01.2013,,,8.25,0.25,,,100.97,99.80231268263417,day off
02.01.2013,,,8.25,0.25,,,100.97,99.80231268263417,day off
03.01.2013,,,8.25,0.25,,,100.97,99.80231268263417,day off
04.01.2013,,,8.25,0.25,,,100.97,99.80231268263417,day off
05.01.2013,,,8.25,0.25,,,100.97,99.80231268263417,day off
06.01.2013,,,8.25,0.25,,,100.97,99.80231268263417,day off
07.01.2013,,,8.25,0.25,,,100.97,99.80231268263417,day off
08.01.2013,,,8.25,0.25,1474.73,1514.82,100.97,99.80231268263417,day off
09.01.2013,,,8.25,0.25,1514.82,1516.01,100.97,99.80231268263417,workday
10.01.2013,30.4215,1627.02,8.25,0.25,1516.01,1507.16,100.97,99.80231268263417,workday
11.01.2013,30.365,1623.51,8.25,0.25,1507.16,1510.84,100.97,99.80231268263417,workday
12.01.2013,30.2537,1623.89,8.25,0.25,,,100.97,99.80231268263417,day off
13.01.2013,,,8.25,0.25,,,100.97,99.80231268263417,day off
14.01.2013,,,8.25,0.25,1510.84,1528.48,100.97,99.80231268263417,workday
15.01.2013,30.2607,1622.56,8.25,0.25,1528.48,1515.25,100.97,99.80231268263417,workday
16.01.2013,30.2556,1635.17,8.25,0.25,1515.25,1514.86,100.97,99.80231268263417,workday
17.01.2013,30.3399,1638.51,8.25,0.25,1514.86,1523.74,100.97,99.80231268263417,workday
18.01.2013,30.3431,1642.1,8.25,0.25,1523.74,1540.55,100.97,99.80231268263417,workday
19.01.2013,30.2065,1641.26,8.25,0.25,,,100.97,99.80231268263417,day off
20.01.2013,,,8.25,0.25,,,100.97,99.80231268263417,day off
21.01.2013,,,8.25,0.25,1540.57,1537.66,100.97,99.80231268263417,workday
22.01.2013,30.297,1644.23,8.25,0.25,1537.68,1525.36,100.97,99.80231268263417,workday
23.01.2013,30.195,1643.06,8.25,0.25,1525.28,1537.49,100.97,99.80231268263417,workday
24.01.2013,30.2292,1644.68,8.25,0.25,1537.44,1533.77,100.97,99.80231268263417,workday
25.01.2013,30.1648,1626.39,8.25,0.25,1533.77,1544.02,100.97,99.80231268263417,workday
26.01.2013,30.0451,1613.41,8.25,0.25,,,100.97,99.80231268263417,day off
27.01.2013,,,8.25,0.25,,,100.97,99.80231268263417,day off
28.01.2013,,,8.25,0.25,1544.02,1562.93,100.97,99.80231268263417,workday
29.01.2013,30.0782,1602.14,8.25,0.25,1562.93,1549.75,100.97,99.80231268263417,workday
30.01.2013,30.1513,1609.67,8.25,0.25,1549.75,1543.43,100.97,99.80231268263417,workday
31.01.2013,30.0277,1608.62,8.25,0.25,1543.43,1546.76,100.97,99.80231268263417,workday
01.02.2013,30.0161,1615.96,8.25,0.25,1546.52,1547.22,100.56,99.45993981205218,workday
02.02.2013,29.9966,1605.75,8.25,0.25,,,100.56,99.45993981205218,day off
03.02.2013,,,8.25,0.25,,,100.56,99.45993981205218,day off
04.02.2013,,,8.25,0.25,1547.22,1535.35,100.56,99.45993981205218,workday
05.02.2013,29.9251,1601.2,8.25,0.25,1535.37,1540.36,100.56,99.45993981205218,workday
06.02.2013,30.1231,1625.11,8.25,0.25,1540.39,1530.38,100.56,99.45993981205218,workday
07.02.2013,29.9598,1608.59,8.25,0.25,1530.38,1525.88,100.56,99.45993981205218,workday
08.02.2013,30.0496,1618.97,8.25,0.25,1526.12,1519.91,100.56,99.45993981205218,workday
09.02.2013,30.1575,1618.97,8.25,0.25,,,100.56,99.45993981205218,day off
10.02.2013,,,8.25,0.25,,,100.56,99.45993981205218,day off
11.02.2013,,,8.25,0.25,1519.93,1515.89,100.56,99.45993981205218,workday
12.02.2013,30.159,1612.99,8.25,0.25,1515.87,1512.03,100.56,99.45993981205218,workday
13.02.2013,30.1713,1592.55,8.25,0.25,1512.03,1537.93,100.56,99.45993981205218,workday
14.02.2013,30.0692,1593.2,8.25,0.25,1537.93,1519.22,100.56,99.45993981205218,workday
15.02.2013,30.0773,1589.76,8.25,0.25,1519.22,1508.17,100.56,99.45993981205218,workday
16.02.2013,30.1139,1577.41,8.25,0.25,,,100.56,99.45993981205218,day off
17.02.2013,,,8.25,0.25,,,100.56,99.45993981205218,day off
18.02.2013,,,8.25,0.25,1508.19,1510.35,100.56,99.45993981205218,workday
19.02.2013,30.1258,1560.6,8.25,0.25,1510.33,1522.69,100.56,99.45993981205218,workday
20.02.2013,30.1277,1562.88,8.25,0.25,1522.69,1511.4,100.56,99.45993981205218,workday
21.02.2013,30.0502,1547.75,8.25,0.25,1511.4,1493.71,100.56,99.45993981205218,workday
22.02.2013,30.2337,1524.64,8.25,0.25,1493.71,1496.61,100.56,99.45993981205218,workday
23.02.2013,30.3596,1542.21,8.25,0.25,,,100.56,99.45993981205218,day off
24.02.2013,,,8.25,0.25,,,100.56,99.45993981205218,day off
25.02.2013,,,8.25,0.25,1496.61,1503.66,100.56,99.45993981205218,workday
26.02.2013,30.3368,1553.24,8.25,0.25,1503.75,1484.67,100.56,99.45993981205218,workday
27.02.2013,30.5889,1570.82,8.25,0.25,1484.67,1487.17,100.56,99.45993981205218,workday
28.02.2013,30.6202,1583.51,8.25,0.25,1487.17,1486.04,100.56,99.45993981205218,workday
01.03.2013,30.5124,1560.76,8.25,0.25,1486.06,1473.54,100.34,100.2819848287857,workday
02.03.2013,30.6381,1546.51,8.25,0.25,,,100.34,100.2819848287857,day off
03.03.2013,,,8.25,0.25,,,100.34,100.2819848287857,day off
04.03.2013,,,8.25,0.25,1473.54,1464.45,100.34,100.2819848287857,workday
05.03.2013,30.787,1561.94,8.25,0.25,1463.98,1484.22,100.34,100.2819848287857,workday
06.03.2013,30.6963,1563.51,8.25,0.25,1485.04,1491.49,100.34,100.2819848287857,workday
07.03.2013,30.6214,1549.6,8.25,0.25,1491.99,1491.35,100.34,100.2819848287857,workday
08.03.2013,30.7628,1563.19,8.25,0.25,,,100.34,100.2819848287857,day off
09.03.2013,,,8.25,0.25,,,100.34,100.2819848287857,day off
10.03.2013,,,8.25,0.25,,,100.34,100.2819848287857,day off
11.03.2013,,,8.25,0.25,1491.14,1504.05,100.34,100.2819848287857,workday
12.03.2013,30.7576,1559.96,8.25,0.25,1503.98,1501.76,100.34,100.2819848287857,workday
13.03.2013,30.7499,1564.51,8.25,0.25,1501.41,1496.37,100.34,100.2819848287857,workday
14.03.2013,30.7209,1571.92,8.25,0.25,1495.73,1498.97,100.34,100.2819848287857,workday
15.03.2013,30.7769,1568.36,8.25,0.25,1498.83,1495.11,100.34,100.2819848287857,workday
16.03.2013,30.7196,1573.59,8.25,0.25,,,100.34,100.2819848287857,day off
17.03.2013,,,8.25,0.25,,,100.34,100.2819848287857,day off
18.03.2013,,,8.25,0.25,1495.71,1462.82,100.34,100.2819848287857,workday
19.03.2013,30.8908,1588.56,8.25,0.25,1461.88,1449.2,100.34,100.2819848287857,workday
20.03.2013,30.8285,1588.33,8.25,0.25,1448.84,1459.03,100.34,100.2819848287857,workday
21.03.2013,30.9446,1603.27,8.25,0.25,1458.24,1459.22,100.34,100.2819848287857,workday
22.03.2013,30.8923,1597.83,8.25,0.25,1459.17,1441.36,100.34,100.2819848287857,workday
23.03.2013,30.9325,1602.64,8.25,0.25,,,100.34,100.2819848287857,day off
24.03.2013,,,8.25,0.25,,,100.34,100.2819848287857,day off
25.03.2013,,,8.25,0.25,1441.26,1428.46,100.34,100.2819848287857,workday
26.03.2013,30.7585,1584.48,8.25,0.25,1427.99,1417.0,100.34,100.2819848287857,workday
27.03.2013,30.8734,1585.43,8.25,0.25,1416.78,1425.0,100.34,100.2819848287857,workday
28.03.2013,30.863,1578.7,8.25,0.25,1424.56,1434.18,100.34,100.2819848287857,workday
29.03.2013,30.9962,1596.97,8.25,0.25,1434.88,1438.57,100.34,100.2819848287857,workday
30.03.2013,31.0834,1597.22,8.25,0.25,,,100.34,100.2819848287857,day off
31.03.2013,,,8.25,0.25,,,100.34,100.2819848287857,day off
01.04.2013,,,8.25,0.25,1438.84,1428.47,100.51,100.20923480459196,workday
02.04.2013,31.1093,1598.55,8.25,0.25,1428.29,1430.3,100.51,100.20923480459196,workday
03.04.2013,31.1178,1598.48,8.25,0.25,1430.3,1427.94,100.51,100.20923480459196,workday
04.04.2013,31.3918,1583.04,8.25,0.25,1427.42,1426.87,100.51,100.20923480459196,workday
05.04.2013,31.7203,1575.89,8.25,0.25,1426.61,1416.69,100.51,100.20923480459196,workday
06.04.2013,31.6207,1578.57,8.25,0.25,,,100.51,100.20923480459196,day off
07.04.2013,,,8.25,0.25,,,100.51,100.20923480459196,day off
08.04.2013,,,8.25,0.25,1417.28,1408.55,100.51,100.20923480459196,workday
09.04.2013,31.6144,1603.16,8.25,0.25,1408.81,1425.49,100.51,100.20923480459196,workday
10.04.2013,31.2086,1577.81,8.25,0.25,1425.79,1425.5,100.51,100.20923480459196,workday
11.04.2013,31.0036,1576.42,8.25,0.25,1425.19,1401.73,100.51,100.20923480459196,workday
12.04.2013,30.8814,1544.64,8.25,0.25,1400.92,1385.84,100.51,100.20923480459196,workday
13.04.2013,30.9308,1539.4,8.25,0.25,,,100.51,100.20923480459196,day off
14.04.2013,,,8.25,0.25,,,100.51,100.20923480459196,day off
15.04.2013,,,8.25,0.25,1385.62,1359.69,100.51,100.20923480459196,workday
16.04.2013,31.3051,1425.18,8.25,0.25,1358.23,1352.37,100.51,100.20923480459196,workday
17.04.2013,31.4512,1393.4,8.25,0.25,1353.41,1335.89,100.51,100.20923480459196,workday
18.04.2013,31.232,1384.7,8.25,0.25,1335.91,1335.21,100.51,100.20923480459196,workday
19.04.2013,31.7151,1424.47,8.25,0.25,1335.57,1338.43,100.51,100.20923480459196,workday
20.04.2013,31.4605,1430.23,8.25,0.25,,,100.51,100.20923480459196,day off
21.04.2013,,,8.25,0.25,,,100.51,100.20923480459196,day off
22.04.2013,,,8.25,0.25,1338.67,1336.84,100.51,100.20923480459196,workday
23.04.2013,31.5664,1446.21,8.25,0.25,1337.22,1339.91,100.51,100.20923480459196,workday
24.04.2013,31.6414,1441.76,8.25,0.25,1339.51,1377.01,100.51,100.20923480459196,workday
25.04.2013,31.5917,1446.86,8.25,0.25,1377.33,1372.2,100.51,100.20923480459196,workday
26.04.2013,31.3169,1456.42,8.25,0.25,1372.5,1372.04,100.51,100.20923480459196,workday
27.04.2013,31.2196,1467.71,8.25,0.25,,,100.51,100.20923480459196,day off
28.04.2013,,,8.25,0.25,,,100.51,100.20923480459196,day off
29.04.2013,,,8.25,0.25,1373.57,1362.57,100.51,100.20923480459196,workday
30.04.2013,31.2559,1479.71,8.25,0.25,1363.38,1385.88,100.51,100.20923480459196,workday
01.05.2013,31.0433,1469.9,8.25,0.25,,,100.66,99.95860159642594,day off
02.05.2013,,,8.25,0.25,1385.88,1376.56,100.66,99.95860159642594,day off
03.05.2013,,,8.25,0.25,1377.45,1408.03,100.66,99.95860159642594,day off
04.05.2013,,,8.25,0.25,,,100.66,99.95860159642594,day off
05.05.2013,,,8.25,0.25,,,100.66,99.95860159642594,day off
06.05.2013,,,8.25,0.25,1408.03,1413.43,100.66,99.95860159642594,workday
07.05.2013,31.0839,1468.32,8.25,0.25,1413.02,1430.18,100.66,99.95860159642594,workday
