,usdrub,gold,cb_key_rate,fed_rate,imoex_open,imoex_close,ru_cpi,us_cpi,workday
21.11.2014,46.7047,1792.9,9.5,0.25,1530.46,1538.93,101.28,100.18862112472202,workday
22.11.2014,45.7926,1756.78,,0.25,,,101.28,100.18862112472202,day off
23.11.2014,,,,0.25,,,101.28,100.18862112472202,day off
24.11.2014,,,9.5,0.25,1539.95,1529.54,101.28,100.18862112472202,workday
25.11.2014,44.7852,1722.09,9.5,0.25,1529.62,1529.57,101.28,100.18862112472202,workday
26.11.2014,44.9758,1738.46,9.5,0.25,1528.83,1537.43,101.28,100.18862112472202,workday
27.11.2014,46.4244,1784.75,9.5,0.25,1537.0,1531.69,101.28,100.18862112472202,workday
28.11.2014,47.6629,1833.51,9.5,0.25,1531.34,1533.68,101.28,100.18862112472202,workday
29.11.2014,49.322,1878.31,,0.25,,,101.28,100.18862112472202,day off
30.11.2014,,,,0.25,,,101.28,100.18862112472202,day off
01.12.2014,,,9.5,0.25,1532.89,1578.38,102.62,100.30941537002862,workday
02.12.2014,51.8068,1963.36,9.5,0.25,1578.4,1583.12,102.62,100.30941537002862,workday
03.12.2014,50.7678,1953.77,9.5,0.25,1583.62,1606.84,102.62,100.30941537002862,workday
04.12.2014,54.3821,2103.79,9.5,0.25,1606.75,1582.08,102.62,100.30941537002862,workday
05.12.2014,52.6932,2039.73,9.5,0.25,1581.89,1529.2,102.62,100.30941537002862,workday
06.12.2014,53.1088,2056.67,,0.25,,,102.62,100.30941537002862,day off
07.12.2014,,,,0.25,,,102.62,100.30941537002862,day off
08.12.2014,,,9.5,0.25,1529.73,1481.27,102.62,100.30941537002862,workday
09.12.2014,53.3079,2048.52,9.5,0.25,1481.49,1475.22,102.62,100.30941537002862,workday
10.12.2014,54.2116,2102.86,9.5,0.25,1475.93,1486.85,102.62,100.30941537002862,workday
11.12.2014,54.2758,2143.3,9.5,0.25,1486.89,1455.04,102.62,100.30941537002862,workday
12.12.2014,54.7932,2148.32,10.5,0.25,1453.8,1459.68,102.62,100.30941537002862,workday
13.12.2014,56.8919,2237.92,,0.25,,,102.62,100.30941537002862,day off
14.12.2014,,,,0.25,,,102.62,100.30941537002862,day off
15.12.2014,,,10.5,0.25,1459.25,1424.99,102.62,100.30941537002862,workday
16.12.2014,58.3461,2271.21,17.0,0.25,1424.72,1444.32,102.62,100.30941537002862,workday
17.12.2014,61.1512,2357.79,17.0,0.25,1445.53,1413.79,102.62,100.30941537002862,workday
18.12.2014,67.7851,2613.03,17.0,0.25,1417.41,1477.27,102.62,100.30941537002862,workday
19.12.2014,59.6029,2320.13,17.0,0.25,1477.36,1449.13,102.62,100.30941537002862,workday
20.12.2014,60.6825,2336.31,,0.25,,,102.62,100.30941537002862,day off
21.12.2014,,,,0.25,,,102.62,100.30941537002862,day off
22.12.2014,,,17.0,0.25,1452.95,1437.08,102.62,100.30941537002862,workday
23.12.2014,56.494,2170.96,17.0,0.25,1437.08,1398.2,102.62,100.30941537002862,workday
24.12.2014,54.5687,2069.34,17.0,0.25,1398.2,1401.5,102.62,100.30941537002862,workday
25.12.2014,54.4913,2062.03,17.0,0.25,1401.47,1408.54,102.62,100.30941537002862,workday
26.12.2014,52.6159,1991.06,17.0,0.25,1409.02,1417.8,102.62,100.30941537002862,workday
27.12.2014,52.0343,1969.05,,0.25,,,102.62,100.30941537002862,day off
28.12.2014,,,,0.25,,,102.62,100.30941537002862,day off
29.12.2014,,,17.0,0.25,1417.53,1432.94,102.62,100.30941537002862,workday
30.12.2014,56.6801,2175.83,17.0,0.25,1429.68,1396.61,102.62,100.30941537002862,workday
31.12.2014,56.2584,2146.08,17.0,0.25,,,102.62,100.30941537002862,workday
01.01.2015,56.2376,2168.34,,0.25,,,103.85,100.64111575440793,day off
02.01.2015,,,,0.25,,,103.85,100.64111575440793,day off
03.01.2015,,,,0.25,,,103.85,100.64111575440793,day off
04.01.2015,,,,0.25,,,103.85,100.64111575440793,day off
05.01.2015,,,,0.25,1394.66,1435.66,103.85,100.64111575440793,day off
06.01.2015,,,,0.25,1435.39,1480.73,103.85,100.64111575440793,day off
07.01.2015,,,,0.25,,,103.85,100.64111575440793,day off
08.01.2015,,,,0.25,1482.12,1547.39,103.85,100.64111575440793,day off
09.01.2015,,,,0.25,1547.61,1515.37,103.85,100.64111575440793,day off
10.01.2015,,,,0.25,,,103.85,100.64111575440793,day off
11.01.2015,,,,0.25,,,103.85,100.64111575440793,day off
12.01.2015,,,17.0,0.25,1515.23,1513.22,103.85,100.64111575440793,workday
13.01.2015,62.7363,2464.8,17.0,0.25,1513.21,1533.09,103.85,100.64111575440793,workday
14.01.2015,64.8425,2582.98,17.0,0.25,1531.65,1554.46,103.85,100.64111575440793,workday
15.01.2015,66.0983,2611.23,17.0,0.25,1556.96,1563.21,103.85,100.64111575440793,workday
16.01.2015,64.8337,2574.82,17.0,0.25,1563.21,1591.43,103.85,100.64111575440793,workday
17.01.2015,65.1738,2636.52,,0.25,,,103.85,100.64111575440793,day off
18.01.2015,,,,0.25,,,103.85,100.64111575440793,day off
19.01.2015,,,17.0,0.25,1590.54,1576.4,103.85,100.64111575440793,workday
20.01.2015,64.9732,2664.44,17.0,0.25,1576.47,1570.97,103.85,100.64111575440793,workday
21.01.2015,64.9862,2699.97,17.0,0.25,1570.59,1618.17,103.85,100.64111575440793,workday
22.01.2015,65.5558,2735.75,17.0,0.25,1618.68,1666.56,103.85,100.64111575440793,workday
23.01.2015,65.4,2706.12,17.0,0.25,1667.99,1671.8,103.85,100.64111575440793,workday
24.01.2015,63.393,2636.32,,0.25,,,103.85,100.64111575440793,day off
25.01.2015,,,,0.25,,,103.85,100.64111575440793,day off
26.01.2015,,,17.0,0.25,1670.23,1642.37,103.85,100.64111575440793,workday
27.01.2015,65.5937,2705.17,17.0,0.25,1642.31,1673.92,103.85,100.64111575440793,workday
28.01.2015,67.8153,2788.62,17.0,0.25,1675.3,1647.71,103.85,100.64111575440793,workday
29.01.2015,67.1506,2778.56,17.0,0.25,1647.11,1639.65,103.85,100.64111575440793,workday
30.01.2015,68.7303,2818.51,17.0,0.25,1640.56,1647.69,103.85,100.64111575440793,workday
31.01.2015,68.9291,2800.07,,0.25,,,103.85,100.64111575440793,day off
01.02.2015,,,,0.25,,,102.22,99.74717644959252,day off
02.02.2015,,,15.0,0.25,1647.74,1625.31,102.22,99.74717644959252,workday
03.02.2015,69.664,2854.0,15.0,0.25,1626.65,1654.36,102.22,99.74717644959252,workday
04.02.2015,67.7727,2791.22,15.0,0.25,1655.5,1656.02,102.22,99.74717644959252,workday
05.02.2015,65.447,2670.72,15.0,0.25,1654.97,1696.06,102.22,99.74717644959252,workday
06.02.2015,68.6113,2787.71,15.0,0.25,1696.96,1755.45,102.22,99.74717644959252,workday
07.02.2015,66.0432,2683.9,,0.25,,,102.22,99.74717644959252,day off
08.02.2015,,,,0.25,,,102.22,99.74717644959252,day off
09.02.2015,,,15.0,0.25,1755.7,1748.55,102.22,99.74717644959252,workday
10.02.2015,65.7817,2627.27,15.0,0.25,1748.02,1742.35,102.22,99.74717644959252,workday
11.02.2015,65.4469,2603.9,15.0,0.25,1744.86,1763.6,102.22,99.74717644959252,workday
12.02.2015,66.0585,2623.99,15.0,0.25,1764.24,1802.8,102.22,99.74717644959252,workday
13.02.2015,66.0994,2603.83,15.0,0.25,1802.88,1838.18,102.22,99.74717644959252,workday
14.02.2015,65.0862,2564.97,,0.25,,,102.22,99.74717644959252,day off
15.02.2015,,,,0.25,,,102.22,99.74717644959252,day off
16.02.2015,,,15.0,0.25,1838.21,1800.59,102.22,99.74717644959252,workday
17.02.2015,62.6632,2485.09,15.0,0.25,1800.92,1793.82,102.22,99.74717644959252,workday
18.02.2015,62.8353,2468.18,15.0,0.25,1795.83,1809.67,102.22,99.74717644959252,workday
19.02.2015,62.4001,2420.49,15.0,0.25,1809.67,1797.87,102.22,99.74717644959252,workday
20.02.2015,62.1307,2432.51,15.0,0.25,1797.88,1792.7,102.22,99.74717644959252,workday
21.02.2015,61.7235,2388.29,,0.25,,,102.22,99.74717644959252,day off
22.02.2015,,,,0.25,,,102.22,99.74717644959252,day off
23.02.2015,,,,0.25,,,102.22,99.74717644959252,day off
24.02.2015,,,15.0,0.25,1786.49,1772.16,102.22,99.74717644959252,workday
25.02.2015,63.5083,2441.02,15.0,0.25,1772.4,1746.23,102.22,99.74717644959252,workday
26.02.2015,62.5906,2427.88,15.0,0.25,1746.79,1760.66,102.22,99.74717644959252,workday
27.02.2015,60.7109,2381.32,15.0,0.25,1760.67,1758.97,102.22,99.74717644959252,workday
28.02.2015,61.2718,2373.77,,0.25,,,102.22,99.74717644959252,day off
01.03.2015,,,,0.25,,,101.21,99.73132860968913,day off
02.03.2015,,,15.0,0.25,1759.25,1783.34,101.21,99.73132860968913,workday
03.03.2015,62.2248,2434.2,15.0,0.25,1783.44,1807.7,101.21,99.73132860968913,workday
04.03.2015,62.3649,2421.63,15.0,0.25,1807.71,1759.35,101.21,99.73132860968913,workday
05.03.2015,61.8745,2395.63,15.0,0.25,1760.67,1760.55,101.21,99.73132860968913,workday
06.03.2015,61.8457,2385.56,15.0,0.25,1761.29,1728.55,101.21,99.73132860968913,workday
07.03.2015,59.9938,2307.86,,0.25,,,101.21,99.73132860968913,day off
08.03.2015,,,,0.25,,,101.21,99.73132860968913,day off
09.03.2015,,,,0.25,,,101.21,99.73132860968913,day off
10.03.2015,,,15.0,0.25,1726.86,1665.38,101.21,99.73132860968913,workday
11.03.2015,60.6649,2264.44,15.0,0.25,1665.41,1671.47,101.21,99.73132860968913,workday
12.03.2015,62.6797,2335.11,15.0,0.25,1671.71,1664.7,101.21,99.73132860968913,workday
13.03.2015,60.9595,2275.92,15.0,0.25,1664.59,1627.88,101.21,99.73132860968913,workday
14.03.2015,61.3167,2279.9,,0.25,,,101.21,99.73132860968913,day off
15.03.2015,,,,0.25,,,101.21,99.73132860968913,day off
16.03.2015,,,14.0,0.25,1626.77,1609.85,101.21,99.73132860968913,workday
17.03.2015,62.1497,2311.87,14.0,0.25,1609.96,1611.69,101.21,99.73132860968913,workday
18.03.2015,61.751,2292.57,14.0,0.25,1611.74,1632.12,101.21,99.73132860968913,workday
19.03.2015,61.3483,2266.28,14.0,0.25,1634.77,1607.97,101.21,99.73132860968913,workday
20.03.2015,59.8308,2239.07,14.0,0.25,1607.97,1628.64,101.21,99.73132860968913,workday
21.03.2015,60.0341,2261.64,,0.25,,,101.21,99.73132860968913,day off
22.03.2015,,,,0.25,,,101.21,99.73132860968913,day off
23.03.2015,,,14.0,0.25,1629.29,1602.85,101.21,99.73132860968913,workday
24.03.2015,59.4452,2257.9,14.0,0.25,1602.33,1618.62,101.21,99.73132860968913,workday
25.03.2015,58.771,2254.68,14.0,0.25,1618.62,1615.5,101.21,99.73132860968913,workday
26.03.2015,57.3879,2200.33,14.0,0.25,1615.54,1581.84,101.21,99.73132860968913,workday
27.03.2015,56.4271,2194.06,14.0,0.25,1581.84,1571.55,101.21,99.73132860968913,workday
28.03.2015,57.7279,2223.48,,0.25,,,101.21,99.73132860968913,day off
29.03.2015,,,,0.25,,,101.21,99.73132860968913,day off
30.03.2015,,,14.0,0.25,1571.77,1612.84,101.21,99.73132860968913,workday
31.03.2015,58.4643,2231.92,14.0,0.25,1612.93,1626.18,101.21,99.73132860968913,workday
01.04.2015,57.65,2185.73,14.0,0.25,1625.21,1661.9,100.46,99.89586067343431,workday
02.04.2015,58.3536,2216.16,14.0,0.25,1661.9,1679.24,100.46,99.89586067343431,workday
03.04.2015,56.9902,2201.48,14.0,0.25,1679.61,1681.47,100.46,99.89586067343431,workday
04.04.2015,56.7534,2186.86,,0.25,,,100.46,99.89586067343431,day off
05.04.2015,,,,0.25,,,100.46,99.89586067343431,day off
06.04.2015,,,14.0,0.25,1681.8,1700.64,100.46,99.89586067343431,workday
07.04.2015,56.5161,2177.71,14.0,0.25,1700.64,1695.64,100.46,99.89586067343431,workday
08.04.2015,55.3328,2149.91,14.0,0.25,1695.51,1683.63,100.46,99.89586067343431,workday
09.04.2015,54.027,2103.69,14.0,0.25,1683.1,1667.6,100.46,99.89586067343431,workday
10.04.2015,52.5424,2020.37,14.0,0.25,1667.62,1657.02,100.46,99.89586067343431,workday
11.04.2015,51.0678,1973.36,,0.25,,,100.46,99.89586067343431,day off
12.04.2015,,,,0.25,,,100.46,99.89586067343431,day off
13.04.2015,,,14.0,0.25,1657.1,1678.19,100.46,99.89586067343431,workday
14.04.2015,52.422,2018.86,14.0,0.25,1678.43,1647.39,100.46,99.89586067343431,workday
15.04.2015,51.9749,1990.95,14.0,0.25,1647.29,1677.7,100.46,99.89586067343431,workday
16.04.2015,50.5033,1931.98,14.0,0.25,1678.04,1686.79,100.46,99.89586067343431,workday
17.04.2015,49.6749,1923.85,14.0,0.25,1686.79,1656.59,100.46,99.89586067343431,workday
18.04.2015,50.5295,1956.86,,0.25,,,100.46,99.89586067343431,day off
19.04.2015,,,,0.25,,,100.46,99.89586067343431,day off
20.04.2015,,,14.0,0.25,1657.63,1683.24,100.46,99.89586067343431,workday
21.04.2015,51.5207,1993.1,14.0,0.25,1683.51,1710.24,100.46,99.89586067343431,workday
22.04.2015,53.9728,2078.33,14.0,0.25,1710.13,1677.56,100.46,99.89586067343431,workday
23.04.2015,53.6555,2074.22,14.0,0.25,1677.89,1662.64,100.46,99.89586067343431,workday
24.04.2015,51.6011,1970.49,14.0,0.25,1663.15,1682.7,100.46,99.89586067343431,workday
25.04.2015,50.2473,1925.9,,0.25,,,100.46,99.89586067343431,day off
26.04.2015,,,,0.25,,,100.46,99.89586067343431,day off
27.04.2015,,,14.0,0.25,1682.82,1677.22,100.46,99.89586067343431,workday
28.04.2015,51.469,1957.17,14.0,0.25,1676.32,1677.89,100.46,99.89586067343431,workday
29.04.2015,52.3041,2020.29,14.0,0.25,1677.89,1670.99,100.46,99.89586067343431,workday
30.04.2015,51.7029,2002.72,14.0,0.25,1670.99,1688.34,100.46,99.89586067343431,workday
01.05.2015,51.1388,1980.05,14.0,0.25,,,100.35,99.67130940375779,day off
02.05.2015,,,,0.25,,,100.35,99.67130940375779,day off
03.05.2015,,,,0.25,,,100.35,99.67130940375779,day off
04.05.2015,,,,0.25,,,100.35,99.67130940375779,day off
05.05.2015,,,12.5,0.25,1689.55,1721.8,100.35,99.67130940375779,workday
06.05.2015,51.7574,1975.88,12.5,0.25,1722.16,1714.31,100.35,99.67130940375779,workday
07.05.2015,49.9816,1914.27,12.5,0.25,1713.09,1686.98,100.35,99.67130940375779,workday
08.05.2015,50.3615,1915.46,12.5,0.25,1686.94,1708.52,100.35,99.67130940375779,workday
09.05.2015,50.7511,1933.95,,0.25,,,100.35,99.67130940375779,day off
10.05.2015,,,,0.25,,,100.35,99.67130940375779,day off
11.05.2015,,,,0.25,,,100.35,99.67130940375779,day off
12.05.2015,,,12.5,0.25,1708.42,1704.62,100.35,99.67130940375779,workday
13.05.2015,50.914,1938.85,12.5,0.25,1704.5,1682.26,100.35,99.67130940375779,workday
14.05.2015,49.5366,1900.02,12.5,0.25,1682.26,1677.57,100.35,99.67130940375779,workday
15.05.2015,50.0774,1955.78,12.5,0.25,1677.77,1691.46,100.35,99.67130940375779,workday
16.05.2015,50.0115,1955.7,,0.25,,,100.35,99.67130940375779,day off
17.05.2015,,,,0.25,,,100.35,99.67130940375779,day off
18.05.2015,,,12.5,0.25,1691.53,1678.55,100.35,99.67130940375779,workday
19.05.2015,49.2175,1943.4,12.5,0.25,1678.31,1659.36,100.35,99.67130940375779,workday
20.05.2015,49.1777,1928.39,12.5,0.25,1659.18,1636.86,100.35,99.67130940375779,workday
21.05.2015,49.7919,1931.82,12.5,0.25,1637.14,1659.33,100.35,99.67130940375779,workday
22.05.2015,49.9204,1941.38,12.5,0.25,1659.47,1665.66,100.35,99.67130940375779,workday
23.05.2015,49.7901,1938.55,,0.25,,,100.35,99.67130940375779,day off
24.05.2015,,,,0.25,,,100.35,99.67130940375779,day off
25.05.2015,,,12.5,0.25,1665.75,1655.4,100.35,99.67130940375779,workday
26.05.2015,49.8613,1930.26,12.5,0.25,1655.85,1651.66,100.35,99.67130940375779,workday
27.05.2015,50.3223,1931.77,12.5,0.25,1651.73,1660.98,100.35,99.67130940375779,workday
28.05.2015,51.0178,1948.38,12.5,0.25,1660.65,1657.62,100.35,99.67130940375779,workday
29.05.2015,52.2907,1999.68,12.5,0.25,1657.67,1609.19,100.35,99.67130940375779,workday
30.05.2015,52.9716,2027.34,,0.25,,,100.35,99.67130940375779,day off
31.05.2015,,,,0.25,,,100.35,99.67130940375779,day off
01.06.2015,,,12.5,0.25,1610.07,1616.94,100.19,99.72397194275784,workday
02.06.2015,52.8213,2016.32,12.5,0.25,1616.97,1643.41,100.19,99.72397194275784,workday
03.06.2015,53.4413,2042.48,12.5,0.25,1643.99,1628.87,100.19,99.72397194275784,workday
04.06.2015,53.059,2024.2,12.5,0.25,1628.8,1638.07,100.19,99.72397194275784,workday
05.06.2015,54.9908,2090.56,12.5,0.25,1638.12,1652.07,100.19,99.72397194275784,workday
06.06.2015,56.2463,2126.45,,0.25,,,100.19,99.72397194275784,day off
07.06.2015,,,,0.25,,,100.19,99.72397194275784,day off
08.06.2015,,,12.5,0.25,1652.21,1646.89,100.19,99.72397194275784,workday
09.06.2015,56.0435,2114.28,12.5,0.25,1646.89,1664.01,100.19,99.72397194275784,workday
10.06.2015,55.91,2122.9,12.5,0.25,1664.03,1653.09,100.19,99.72397194275784,workday
11.06.2015,54.8219,2090.4,12.5,0.25,1653.06,1652.24,100.19,99.72397194275784,workday
12.06.2015,54.5285,2069.57,,0.25,,,100.19,99.72397194275784,day off
13.06.2015,,,,0.25,,,100.19,99.72397194275784,day off
14.06.2015,,,,0.25,,,100.19,99.72397194275784,day off
15.06.2015,,,12.5,0.25,1652.29,1657.29,100.19,99.72397194275784,workday
16.06.2015,55.2679,2093.64,11.5,0.25,1657.37,1668.82,100.19,99.72397194275784,workday
17.06.2015,54.0409,2053.84,11.5,0.25,1668.84,1664.66,100.19,99.72397194275784,workday
18.06.2015,53.8999,2042.25,11.5,0.25,1664.65,1660.14,100.19,99.72397194275784,workday
19.06.2015,53.3301,2054.09,11.5,0.25,1660.56,1663.03,100.19,99.72397194275784,workday
20.06.2015,53.8006,2072.47,,0.25,,,100.19,99.72397194275784,day off
21.06.2015,,,,0.25,,,100.19,99.72397194275784,day off
22.06.2015,,,11.5,0.25,1664.11,1671.8,100.19,99.72397194275784,workday
23.06.2015,53.5569,2055.42,11.5,0.25,1672.27,1657.23,100.19,99.72397194275784,workday
24.06.2015,54.2081,2062.38,11.5,0.25,1658.03,1651.85,100.19,99.72397194275784,workday
25.06.2015,54.0746,2044.09,11.5,0.25,1651.14,1631.99,100.19,99.72397194275784,workday
26.06.2015,54.6026,2062.03,11.5,0.25,1631.92,1644.45,100.19,99.72397194275784,workday
27.06.2015,54.8126,2069.6,,0.25,,,100.19,99.72397194275784,day off
28.06.2015,,,,0.25,,,100.19,99.72397194275784,day off
29.06.2015,,,11.5,0.25,1644.45,1634.93,100.19,99.72397194275784,workday
30.06.2015,55.524,2100.21,11.5,0.25,1634.93,1654.55,100.19,99.72397194275784,workday
01.07.2015,55.8413,2109.52,11.5,0.25,1654.57,1639.7,100.8,99.84161926447483,workday
02.07.2015,55.4756,2089.82,11.5,0.25,1639.78,1641.05,100.8,99.84161926447483,workday
03.07.2015,55.6555,2083.36,11.5,0.25,1641.01,1631.65,100.8,99.84161926447483,workday
04.07.2015,55.6049,2088.52,,0.25,,,100.8,99.84161926447483,day off
05.07.2015,,,,0.25,,,100.8,99.84161926447483,day off
06.07.2015,,,11.5,0.25,1627.71,1621.27,100.8,99.84161926447483,workday
07.07.2015,56.4112,2111.55,11.5,0.25,1621.35,1614.14,100.8,99.84161926447483,workday
08.07.2015,57.2192,2145.48,11.5,0.25,1614.14,1595.0,100.8,99.84161926447483,workday
09.07.2015,57.2174,2123.34,11.5,0.25,1595.08,1614.59,100.8,99.84161926447483,workday
10.07.2015,56.9803,2128.92,11.5,0.25,1615.11,1623.99,100.8,99.84161926447483,workday
11.07.2015,56.6685,2117.82,,0.25,,,100.8,99.84161926447483,day off
12.07.2015,,,,0.25,,,100.8,99.84161926447483,day off
13.07.2015,,,11.5,0.25,1618.23,1642.97,100.8,99.84161926447483,workday
14.07.2015,56.6079,2101.99,11.5,0.25,1643.0,1647.01,100.8,99.84161926447483,workday
15.07.2015,56.9774,2112.51,11.5,0.25,1638.3,1641.22,100.8,99.84161926447483,workday
16.07.2015,56.6642,2103.72,11.5,0.25,1640.81,1652.59,100.8,99.84161926447483,workday
17.07.2015,56.9504,2096.67,11.5,0.25,1652.52,1650.08,100.8,99.84161926447483,workday
18.07.2015,56.8423,2088.86,,0.25,,,100.8,99.84161926447483,day off
19.07.2015,,,,0.25,,,100.8,99.84161926447483,day off
20.07.2015,,,11.5,0.25,1650.09,1626.76,100.8,99.84161926447483,workday
21.07.2015,56.8336,2037.37,11.5,0.25,1627.19,1635.69,100.8,99.84161926447483,workday
22.07.2015,57.0025,2030.6,11.5,0.25,1634.89,1635.63,100.8,99.84161926447483,workday
23.07.2015,57.0232,2010.8,11.5,0.25,1634.79,1616.14,100.8,99.84161926447483,workday
24.07.2015,57.3578,2031.55,11.5,0.25,1615.69,1595.61,100.8,99.84161926447483,workday
25.07.2015,58.0374,2022.22,,0.25,,,100.8,99.84161926447483,day off
26.07.2015,,,,0.25,,,100.8,99.84161926447483,day off
27.07.2015,,,11.5,0.25,1595.5,1584.92,100.8,99.84161926447483,workday
28.07.2015,58.7816,2076.21,11.5,0.25,1584.92,1604.5,100.8,99.84161926447483,workday
29.07.2015,60.2231,2121.32,11.5,0.25,1604.56,1622.32,100.8,99.84161926447483,workday
30.07.2015,59.7665,2107.44,11.5,0.25,1622.69,1636.72,100.8,99.84161926447483,workday
31.07.2015,58.9906,2059.03,11.5,0.25,1636.72,1669.0,100.8,99.84161926447483,workday
01.08.2015,60.3458,2095.47,,0.25,,,100.35,100.00042010981672,day off
02.08.2015,,,,0.25,,,100.35,100.00042010981672,day off
03.08.2015,,,11.0,0.25,1668.13,1663.74,100.35,100.00042010981672,workday
04.08.2015,62.4677,2195.16,11.0,0.25,1663.31,1674.46,100.35,100.00042010981672,workday
05.08.2015,62.9182,2210.18,11.0,0.25,1674.63,1693.07,100.35,100.00042010981672,workday
06.08.2015,62.7184,2190.86,11.0,0.25,1693.07,1675.71,100.35,100.00042010981672,workday
07.08.2015,63.8644,2227.82,11.0,0.25,1676.75,1690.44,100.35,100.00042010981672,workday
08.08.2015,63.8399,2239.99,,0.25,,,100.35,100.00042010981672,day off
09.08.2015,,,,0.25,,,100.35,100.00042010981672,day off
10.08.2015,,,11.0,0.25,1690.47,1702.02,100.35,100.00042010981672,workday
11.08.2015,64.4977,2270.23,11.0,0.25,1702.02,1697.87,100.35,100.00042010981672,workday
12.08.2015,63.2098,2262.39,11.0,0.25,1697.9,1697.65,100.35,100.00042010981672,workday
13.08.2015,65.0169,2334.49,11.0,0.25,1697.59,1704.11,100.35,100.00042010981672,workday
14.08.2015,63.9988,2299.07,11.0,0.25,1704.14,1712.47,100.35,100.00042010981672,workday
15.08.2015,64.9363,2331.49,,0.25,,,100.35,100.00042010981672,day off
16.08.2015,,,,0.25,,,100.35,100.00042010981672,day off
17.08.2015,,,11.0,0.25,1712.48,1707.95,100.35,100.00042010981672,workday
18.08.2015,65.5034,2353.01,11.0,0.25,1707.95,1691.24,100.35,100.00042010981672,workday
19.08.2015,65.8289,2368.62,11.0,0.25,1691.29,1673.86,100.35,100.00042010981672,workday
20.08.2015,65.7222,2373.34,11.0,0.25,1673.96,1695.57,100.35,100.00042010981672,workday
21.08.2015,66.9608,2449.82,11.0,0.25,1695.48,1663.31,100.35,100.00042010981672,workday
22.08.2015,68.1216,2517.26,,0.25,,,100.35,100.00042010981672,day off
23.08.2015,,,,0.25,,,100.35,100.00042010981672,day off
24.08.2015,,,11.0,0.25,1659.31,1634.14,100.35,100.00042010981672,workday
25.08.2015,70.7465,2623.69,11.0,0.25,1634.35,1658.13,100.35,100.00042010981672,workday
26.08.2015,69.9461,2595.7,11.0,0.25,1658.32,1660.95,100.35,100.00042010981672,workday
27.08.2015,69.3142,2528.01,11.0,0.25,1661.0,1695.22,100.35,100.00042010981672,workday
28.08.2015,67.4473,2447.13,11.0,0.25,1695.23,1719.16,100.35,100.00042010981672,workday
29.08.2015,66.4779,2405.55,,0.25,,,100.35,100.00042010981672,day off
30.08.2015,,,,0.25,,,100.35,100.00042010981672,day off
31.08.2015,,,11.0,0.25,1718.06,1733.17,100.35,100.00042010981672,workday
01.09.2015,66.7152,2434.51,11.0,0.25,1732.9,1697.99,100.57,100.22526505486363,workday
02.09.2015,65.3495,2399.17,11.0,0.25,1697.98,1690.82,100.57,100.22526505486363,workday
03.09.2015,66.6756,2443.78,11.0,0.25,1690.83,1710.57,100.57,100.22526505486363,workday
04.09.2015,67.0102,2434.61,11.0,0.25,1710.58,1698.16,100.57,100.22526505486363,workday
05.09.2015,67.685,2448.14,,0.25,,,100.57,100.22526505486363,day off
06.09.2015,,,,0.25,,,100.57,100.22526505486363,day off
07.09.2015,,,11.0,0.25,1698.16,1701.18,100.57,100.22526505486363,workday
08.09.2015,68.4864,2468.32,11.0,0.25,1701.82,1714.18,100.57,100.22526505486363,workday
09.09.2015,68.7932,2479.04,11.0,0.25,1715.73,1722.43,100.57,100.22526505486363,workday
10.09.2015,67.6219,2439.98,11.0,0.25,1722.05,1718.9,100.57,100.22526505486363,workday
11.09.2015,68.4961,2439.49,11.0,0.25,1718.88,1718.06,100.57,100.22526505486363,workday
12.09.2015,68.0093,2419.09,,0.25,,,100.57,100.22526505486363,day off
13.09.2015,,,,0.25,,,100.57,100.22526505486363,day off
14.09.2015,,,11.0,0.25,1717.6,1729.75,100.57,100.22526505486363,workday
15.09.2015,67.9571,2420.84,11.0,0.25,1729.91,1716.26,100.57,100.22526505486363,workday
16.09.2015,67.1574,2386.95,11.0,0.25,1716.27,1731.81,100.57,100.22526505486363,workday
17.09.2015,65.9273,2352.24,11.0,0.25,1731.81,1729.2,100.57,100.22526505486363,workday
18.09.2015,65.3623,2349.73,11.0,0.25,1730.15,1710.84,100.57,100.22526505486363,workday
19.09.2015,65.6445,2397.55,,0.25,,,100.57,100.22526505486363,day off
20.09.2015,,,,0.25,,,100.57,100.22526505486363,day off
21.09.2015,,,11.0,0.25,1710.87,1699.72,100.57,100.22526505486363,workday
22.09.2015,66.1455,2417.65,11.0,0.25,1699.92,1664.25,100.57,100.22526505486363,workday
23.09.2015,66.1747,2402.66,11.0,0.25,1664.27,1640.7,100.57,100.22526505486363,workday
24.09.2015,66.041,2387.82,11.0,0.25,1640.7,1621.43,100.57,100.22526505486363,workday
25.09.2015,66.5151,2426.03,11.0,0.25,1621.44,1639.64,100.57,100.22526505486363,workday
26.09.2015,65.6727,2418.64,,0.25,,,100.57,100.22526505486363,day off
27.09.2015,,,,0.25,,,100.57,100.22526505486363,day off
28.09.2015,,,11.0,0.25,1639.64,1616.36,100.57,100.22526505486363,workday
29.09.2015,65.547,2397.15,11.0,0.25,1616.36,1630.51,100.57,100.22526505486363,workday
30.09.2015,66.2367,2394.9,11.0,0.25,1630.53,1642.97,100.57,100.22526505486363,workday
01.10.2015,65.7364,2372.37,11.0,0.25,1644.52,1626.97,100.74,99.90114960901515,workday
02.10.2015,65.0336,2329.66,11.0,0.25,1627.07,1612.56,100.74,99.90114960901515,workday
03.10.2015,65.9414,2345.43,,0.25,,,100.74,99.90114960901515,day off
04.10.2015,,,,0.25,,,100.74,99.90114960901515,day off
